itemid,name,topicid,TopicName,comment,yes,no,voteSum,scores,death_confirmed,emotionality,intentionality,species
23386,The Color Purple,189,an animal dies,It's set on a farm,1,0,1,,ambiguous,NA,NA,NA
23449,The Lovebirds,189,an animal dies,"No, but there is bacon shown at one point.",0,1,4,,no,NA,NA,NA
23790,Them,153,a dog dies,"off screen, you only hear the barking stop and nothing is seen, emphasized, or discussed about it. very brief.",1,0,1,,ambiguous,1,ambiguous,dog
23967,Enemy at the Gates,153,a dog dies,"There’s a strong implication at the start of the film that the boy shoots a wolf, who is going to attack a horse. They don’t show what happens, they just show a gun shooting, then cut out of the scene.

Edit: they return to the scene later in the film, skip from 50:47-51:15 to skip the scene. Also, definitely skip this part if horses are in your triggers.",1,0,1,,no,NA,NA,NA
24054,The Killing Fields,153,a dog dies,An already dead dog is shown in a wear house that is full of coke a cola,1,0,2,,ambiguous,2,ambiguous,dog
24238,Brokeback Mountain,153,a dog dies,they try to shoot a coyote to keep him away from the sheeps,0,1,11,,no,NA,NA,NA
24238,Brokeback Mountain,189,an animal dies,"There's a scene when they shoot a moose and are later shown eating it's meat. A sheep is graphically shown dead in a field, with it's insides ripped apart (on full screen for a few seconds). There are coyote furs decorating a part of their cite.",1,0,11,,yes,3,ambiguous,moose; sheep; coyote
24341,Hellboy,186,a cat dies,A box of kittens is briefly placed in danger but are rescued.,0,1,3,,no,NA,NA,NA
24341,Hellboy,189,an animal dies,Only monsters are killed.,0,1,2,,ambiguous,NA,NA,NA
24435,Home,153,a dog dies,There's no dog.,0,1,1,,no,NA,NA,NA
24435,Home,186,a cat dies,A cat features rather prominently; no harm comes to it.,0,1,1,,no,NA,NA,NA
24643,A Midsummer Night's Dream,153,a dog dies,"The dog is thrown at one point, but unharmed",0,1,2,,no,NA,NA,NA
24930,The Witcher: Nightmare of the Wolf,189,an animal dies,Horses are pulled apart during the first 10 minutes.,1,0,2,,ambiguous,4,ambiguous,horse
24939,I Am Legend,153,a dog dies,"Dog, his only company and constant companion, gets bitten and infected.  He tries hard to save her but she turns.  He basically strangle/hugs her. A friend told me it wasn't that bad cause you don't really see much, but I legit ugly cried for a long time.  I had to pause the movie, and it's a really good movie.  I'd say watch and ff ahead as soon as the dog is infected or just don't watch.
And never trust a friend's opinion on these matters.",1,0,86,,yes,5,deliberate,dog
24939,I Am Legend,189,an animal dies,"Yes, a deer is hunted, and although it is escapes, it is quickly killed by zombies.
The corpse is briefly shown.",1,0,12,,yes,2,ambiguous,deer
24953,No Escape,153,a dog dies,"1 hour and 14 minutes in the family is eating what they were told was chicken, but it turned out to be dog, and you see a dead dog on a barbecue being cooked.",1,0,3,,yes,3,deliberate,dog
24953,No Escape,186,a cat dies,No cats in the movie,0,1,2,,no,NA,NA,NA
25052,Snatch,153,a dog dies,A brief but highly distressing scene shows a dog-fighting pit with blood and a dead dog as a result of a recent dog fight.,1,0,4,,yes,4,deliberate,dog
25123,Mission: Impossible,189,an animal dies,"a fish tank is blown up, carcasses washed up the street.",1,0,1,,yes,2,deliberate,fish
25274,My Spy,153,a dog dies,"The dog is briefly threatened with a knife (he squirms and makes scared noises), and then he gets locked in a bathroom and is not seen again, but there's no reason to believe he dies.",0,1,2,,no,NA,NA,NA
25274,My Spy,189,an animal dies,"JJ saves a bird and it gets swooped up by a bigger bird. We don't see anything, but the bird presumably doesn't get a happy ending.",1,0,1,,ambiguous,3,accidental,bird
25768,The Wave,153,a dog dies,"There isn't a prominently featured dog (in fact, I don't remember seeing any dogs at all, but I might just not have noticed), and we don't see a dog die. But of course, what with a tsunami hitting a town, it must be assumed that some dogs and other animals die.",0,1,2,,ambiguous,NA,NA,NA
25768,The Wave,186,a cat dies,"There isn't a prominently featured cat (in fact, I don't remember seeing any cats at all, but I might just not have noticed), and we don't see a cat die. But of course, what with a tsunami hitting a town, it must be assumed that some animals die.",1,0,2,,ambiguous,NA,NA,NA
25768,The Wave,189,an animal dies,"There isn't a prominently featured animal (in fact, I don't remember seeing any animals at all, but I might just not have noticed), and we don't see an animal die. But of course, what with a tsunami hitting a town, it must be assumed that some animals die.",1,0,2,,ambiguous,NA,NA,NA
25885,Black Panther: Wakanda Forever,189,an animal dies,"There are no animal deaths that we can see as the audience, but there are large marine animals involved in big battles so death of the animals could be inferred.",1,0,9,,ambiguous,3,ambiguous,unknown
25902,The Untouchables,189,an animal dies,"There are several horses involved in a shoot-out, but not a single one is harmed or killed. In fact, the horses don’t even seem to be bothered by the shooting.",0,1,3,,no,NA,NA,NA
26154,Pirates of the Caribbean: Dead Men Tell No Tales,189,an animal dies,A rat is thrown into a boiling cauldron.,1,0,1,,ambiguous,3,deliberate,rat
26365,Summer of Sam,153,a dog dies,"dog is shot by david berkowitz, unclear if it is in his head however as the dog also shows up at the end of the film",1,0,1,,ambiguous,2,deliberate,dog
26365,Summer of Sam,189,an animal dies,"No animals are in this movie, other than the barking dogs that haunt Son Of Sam",0,1,1,,no,NA,NA,NA
26529,A Quiet Place Part II,153,a dog dies,There are dogs seen at the beginning but none are seen dying.,0,1,33,,no,NA,NA,NA
26529,A Quiet Place Part II,186,a cat dies,There are no cats in this movie.,0,1,6,,no,NA,NA,NA
26529,A Quiet Place Part II,189,an animal dies,"If you consider the monsters animals, yes.",1,0,23,,ambiguous,NA,ambiguous,unknown
26662,The Invisible Man,153,a dog dies,Dr. Cranley talks about a failed experiment that accidentally killed a dog.,0,1,3,,yes,2,accidental,dog
26776,Sing 2,189,an animal dies,"(All of the characters are animals.)

One of the main characters is shown to look like he died, but he is shown to actually not have.
We also learn that a character’s wife had died before.",1,0,1,,ambiguous,3,ambiguous,unknown
27606,Willy Wonka & the Chocolate Factory,189,an animal dies,A chicken is beheaded during the creepy tunnel scene.,1,0,11,,yes,3,deliberate,chicken
27762,Top Gun: Maverick,153,a dog dies,"A pet dog appears briefly. Nothing bad happens to it, nor is it ever used as a plot device.",0,1,2,,no,NA,NA,NA
27762,Top Gun: Maverick,189,an animal dies,"Does anyone know the “time” , (how far in the movie) when the bird strike happens?",1,0,4,,ambiguous,NA,NA,NA
27949,Star Wars,153,a dog dies,A populated planet is destroyed. I guess there were maybe some dogs there,1,0,7,,ambiguous,2,ambiguous,dog
28145,Final Destination,153,a dog dies,"The dog is in danger of electrocution, but he runs away fast enough to survive.",0,1,30,,no,NA,NA,NA
28637,I Lost My Body,189,an animal dies,"The hand grabs a pigeon about the neck as the bird attempts to dislodge it from a rain gutter. The bird subsequently panics and the hand inadvertently breaks its neck as it moves about. The pigeon's eggs are also shown being destroyed in the chaos. The deceased bird is shown again in a later scene. Further along its journey, the hand is attacked by a small group of rats. In the fighting, the hand seizes one of the rats about the neck and squeezes until it breaks the rat's neck. Near the end of the film, a goat is shown being struck and killed by a car. This is shown in rather close detail.",1,0,4,,yes,4,ambiguous,pigeon; rat; goat
29444,Dumbo,189,an animal dies,What? No one dies in this movie! The mother is separated from her son but they are reunited at the end.,0,1,5,,no,NA,NA,NA
30019,Host,153,a dog dies,Just to calm everyone: idk about the one “yes” but there is NO animal who dies.,0,1,3,,no,NA,NA,NA
30117,Hours,153,a dog dies,"the dog leaves the room. Round 1 hour 10 minutes you hear a gun shot down the hall. a moment later a bad guy comes into the room. another moment later the dog reappears at the door to the room growling and then chases the bad guy down the hall. we don't see the dog for a while, but he is back at the ending and OK and still a good boy 💜",0,1,1,,no,NA,NA,NA
30139,Castle in the Sky,189,an animal dies,"no animals die, but a robot does in a very emotional scene and it’s very sad.",0,1,2,,no,NA,NA,NA
30539,Roman Holiday,186,a cat dies,"There's a brief shot of a cat during one of the action sequences, but no harm or danger at all.",0,1,1,,no,NA,NA,NA
30571,Open Your Eyes,186,a cat dies,Pancho is safe!,0,1,1,,no,NA,NA,NA
30933,Predator,189,an animal dies,"When one of the men is standing guard at night and you hear him attacking what he thinks is the Predator, it’s actually a wild boar that he is stabbing. You see its dead body afterward.",1,0,3,,yes,2,accidental,wild boar
31137,You Only Live Twice,186,a cat dies,But we don’t see the fate of Bloefeld’s cat,0,1,1,,ambiguous,NA,NA,cat
31184,Possession,153,a dog dies,"Yes. The corpse of a dog is shown floating in a river toward the end of the movie. There is also dialog halfway through the movie discussing a dead dog, but this is separate from the dead dog shown toward the end. There are two cuts of the movie, and the dog corpse is in the uncut version for sure.",1,0,12,,yes,2,ambiguous,dog
31357,Christiane F.,189,an animal dies,"offscreen, but a pet budgie is abandoned and assumed to die",1,0,1,,ambiguous,2,ambiguous,budgie
32028,The Addams Family,153,a dog dies,"unclear - someone chases a dog to make dinner with, but it's not shown whether the attempt is successful (the tone is comedic)",0,1,5,,ambiguous,1,deliberate,dog
32028,The Addams Family,189,an animal dies,Mentioned but not shown,1,0,1,,ambiguous,2,ambiguous,unknown
32437,The Quick and the Dead,189,an animal dies,they don’t show the animal die but there’s a dead animal tied up and skinned near the beginning of the movie,1,0,2,,ambiguous,2,deliberate,unknown
32929,The Player,189,an animal dies,A snake is killed with an umbrella.,1,0,1,,yes,2,deliberate,snake
33211,Enter the Dragon,153,a dog dies,There are 2 dogs on the boat scene at 23-26mins. Not super noticeable but 1 does yelp and then bark as well. Dog barking and then bites a police officer at 27 mins. Vicious chained up dog barking at 54 mins.,0,1,1,,no,NA,NA,NA
33211,Enter the Dragon,186,a cat dies,no but it seems like it will,0,1,1,,no,NA,NA,NA
33211,Enter the Dragon,189,an animal dies,A snake and a praying mantis. The cat is fine.,1,0,1,,yes,2,ambiguous,snake; praying mantis
33230,The Croods 2,153,a dog dies,"A ""dog"" gets hurt for comedic effect but after they are fine. Similar to the first movie",0,1,1,,no,NA,NA,NA
33659,Superman II,189,an animal dies,A snake is killed by an alien.,1,0,1,,yes,2,deliberate,snake
34219,The Long Kiss Goodnight,153,a dog dies,"Dogs are seen through the movie, but none are ever in harm’s way",0,1,1,,no,NA,NA,NA
34219,The Long Kiss Goodnight,189,an animal dies,"Early in the movie, there is a scene where the character hit a deer. The character finds it in the woods struggling and snaps its neck.",1,0,1,,yes,3,ambiguous,deer
34316,The Rock,189,an animal dies,Some cockroaches die at the beginning.,1,0,2,,yes,1,ambiguous,cockroach
34345,The Super Mario Bros. Movie,153,a dog dies,"A dog almost falls to its death, but Mario and Luigi save it and pull it back to safety. It's visible in the end being safe and sound with it's family.",0,1,18,,no,NA,NA,NA
34345,The Super Mario Bros. Movie,186,a cat dies,Mario fights in a cat suit and is attacked but he doesn’t die,0,1,6,,no,NA,NA,NA
35579,Sweeney Todd: the Demon Barber of Fleet Street,153,a dog dies,The only dogs in the movie are in the background. And they are alive and well.,0,1,1,,no,NA,NA,NA
35579,Sweeney Todd: the Demon Barber of Fleet Street,186,a cat dies,"Mrs. Lovett talks, or sings, about how a fellow pie shop owner uses the neighbors cats as meat for her pies. It's because the price of meat is high. You never actually see any cats being killed or used as meat.",1,0,16,,ambiguous,2,deliberate,cat
35579,Sweeney Todd: the Demon Barber of Fleet Street,189,an animal dies,"Bug are squashed, and there is talk of cats being baked into pies.",1,0,3,,ambiguous,1,deliberate,bug; cat
36393,Under the Tuscan Sun,189,an animal dies,scorpion gets squashed,1,0,1,,yes,1,deliberate,scorpion
36531,The Assassination of Jesse James by the Coward Robert Ford,189,an animal dies,Jesse pulls multiple live snakes out of a container and cuts off their heads after talking about eating them,1,0,2,,yes,2,deliberate,snake
36846,The Long Goodbye,186,a cat dies,"The cat runs away and doesn’t return, but its fate is undetermined.",0,1,2,,ambiguous,2,ambiguous,cat
36961,Star Wars: Episode I - The Phantom Menace,189,an animal dies,"A fish is eaten by a bigger fish, and then that fish it eaten by an even bigger fish, and then THAT fish is eaten by ANOTHER bigger fish",1,0,12,,yes,2,accidental,fish
37235,Suspicion,153,a dog dies,"There is a wonderful dog, but he is unharmed.",0,1,1,,no,NA,NA,NA
37384,Repo Man,189,an animal dies,A dead rat gets tossed at someone; rat is not terribly realistic and is shown only briefly.,0,1,1,,ambiguous,1,ambiguous,rat
37403,The Suicide Squad,153,a dog dies,Harley mentions that after a breakup her dog was killed,1,0,29,,yes,2,ambiguous,dog
37403,The Suicide Squad,189,an animal dies,"approximately 50 seconds into the film (when a character is bouncing a ball around his cell) a bird is killed and it’s quite graphic. further on in the film, a cage of birds is doused in fuel and then set on fire - you don’t see them burn, but you hear the screams and it’s quite distressing.",1,0,39,,yes,5,deliberate,bird
37888,Soul,153,a dog dies,There are no dogs in the movie.,0,1,14,,no,NA,NA,NA
37888,Soul,186,a cat dies,The cats soul is only temporarily displaced. It is eventually returned to the body.,0,1,21,,no,NA,NA,NA
37888,Soul,189,an animal dies,The cat is seen alive in the end with its soul very much attached.,0,1,15,,no,NA,NA,NA
38125,The Gold Rush,189,an animal dies,A bear is shot and eaten off screen.,1,0,1,,yes,2,deliberate,bear
38373,Robin Hood,189,an animal dies,Horses are killed by a falling tree. A bird is shot out of the sky.,1,0,1,,yes,2,ambiguous,horse; bird
38746,The Green Knight,189,an animal dies,There is a dead boar and dead deer. We don't watch them die but it is seen after,1,0,2,,yes,2,ambiguous,boar; deer
39362,Doctor Strange in the Multiverse of Madness,186,a cat dies,Someone mentions that two of his cats died. nothing more.,1,0,19,,yes,2,ambiguous,cat
39362,Doctor Strange in the Multiverse of Madness,189,an animal dies,"A character resembling a minotaur is involved in a battle that kills a lot of the people involved, but he ends up surviving.",0,1,3,,ambiguous,3,deliberate,unknown
39495,The Day of the Beast,189,an animal dies,Technically no; the rabbit is already dead,0,1,3,,ambiguous,1,ambiguous,rabbit
40497,Teenage Mutant Ninja Turtles,189,an animal dies,An apartment burns down with a fish tank in it.,1,0,3,,ambiguous,2,accidental,fish
40977,Onward,189,an animal dies,"A dragon, as described in a comment under ""does a dragon die"". The ""mighty steed"" mentioned in the other comment is a car that gets destroyed; it's a prized possession of one character but it's never portrayed as alive.",1,0,6,,ambiguous,NA,NA,NA
41031,The Fearless Vampire Killers,189,an animal dies,A wolf is killed off screen.,1,0,1,,yes,2,ambiguous,wolf
41327,The Wild Bunch,153,a dog dies,There's a starving dog with their ribs visible,1,0,1,,ambiguous,3,ambiguous,dog
41327,The Wild Bunch,189,an animal dies,Scorpion.,1,0,1,,ambiguous,NA,ambiguous,scorpion
41616,Se7en,153,a dog dies,"A dead dog is seen in the road. One of the characters has some pet dogs, but nothing happens to them.",1,0,17,,yes,2,ambiguous,dog
41616,Se7en,186,a cat dies,There are no cats shown or heard dying in this film.,0,1,2,,no,NA,NA,NA
41616,Se7en,189,an animal dies,"No animals are shown dying, or getting killed, in this film. Please ignore the YES votes.",0,1,2,,no,NA,NA,NA
41795,[REC],153,a dog dies,"You never see the dog, it is only spoken about briefly.",1,0,2,,ambiguous,1,ambiguous,dog
41795,[REC],189,an animal dies,the health inspector suggests that the little girl's dog got a bunch of other animals infected. it's only said not seen,1,0,2,,ambiguous,2,accidental,dog
42205,Reservoir Dogs,153,a dog dies,A German Shepherd does appear but is unharmed.,0,1,3,,no,NA,NA,NA
42949,The Full Monty,153,a dog dies,No dogs in the film,0,1,1,,no,NA,NA,NA
44660,The Innocents,189,an animal dies,A pigeon is shown up-close with its neck snapped,1,0,2,,yes,3,deliberate,pigeon
44678,The Uninvited,153,a dog dies,There's no dog in the movie,0,1,3,,no,NA,NA,NA
45059,Desperately Seeking Susan,186,a cat dies,The cat is safe!,0,1,1,,no,NA,NA,NA
45059,Desperately Seeking Susan,189,an animal dies,"There’s a cute cat that pops by Dez’s but nothing ever happens to him beyond cutely lapping up milk:)
",0,1,1,,no,NA,NA,NA
45732,Small Soldiers,186,a cat dies,"There is a pet cat, it does not die",0,1,1,,no,NA,NA,NA
46142,17 Again,189,an animal dies,No animals are harm (not even portrayed) in this movie.,0,1,1,,no,NA,NA,NA
47499,City Lights,189,an animal dies,"While no animals die on screen, the tramp does bring the flower girl a dead duck which is seen clearly on screen several times in that scene.",0,1,2,,ambiguous,2,deliberate,duck
48091,Before Midnight,186,a cat dies,"Not on screen, but a character describes a story where her father revealed he had killed kittens in her past",1,0,3,,yes,3,deliberate,cat
48091,Before Midnight,189,an animal dies,A character describes a story in which her father killed kittens early in the film,1,0,2,,yes,2,deliberate,cat
48692,Wyatt Earp,189,an animal dies,lots of buffalo shot and skinned.,1,0,1,,yes,2,deliberate,buffalo
48957,The Chaser,153,a dog dies,The dog is killed towards the end of the movie when the killer is burying bodies in the rain,1,0,1,,yes,3,deliberate,dog
48957,The Chaser,189,an animal dies,"Since a fish tank is pushed over and shatters, presumably all the fish that were in it died.",1,0,1,,ambiguous,2,accidental,fish
48991,The Missing,153,a dog dies,Wolves,1,0,1,,ambiguous,NA,NA,NA
48991,The Missing,189,an animal dies,"This is a western directed by Ron Howard who is rabid about historical accuracy.  As a result, many animals die in this movie.  A young girl is seen gutting a hanging deer.

Quick, but disturbing scene of snakes being hanged, killed.

More graphic deer skinning..



",1,0,2,,yes,3,deliberate,deer; snake
49135,Grave of the Fireflies,189,an animal dies,"A dozen or so fireflies that were captured in a jar are discovered dead the next day, likely dying due to their naturally short lifespans.",1,0,2,,yes,2,accidental,firefly
50712,House on Haunted Hill,189,an animal dies,"No, but a dead rat is shown in a trap",0,1,1,,ambiguous,1,deliberate,rat
50941,Wolf Children,153,a dog dies,The father is run over by a car and disposed of while in wolf form.,1,0,8,,ambiguous,3,ambiguous,unknown
50941,Wolf Children,189,an animal dies,a few animals die either from being hunted by other animals/wolf people or in natural disasters.,1,0,3,,yes,2,ambiguous,unknown
52405,The Warriors,153,a dog dies,None in the film,0,1,1,,no,NA,NA,NA
53740,Manhunter,153,a dog dies,not shown but described,1,0,1,,ambiguous,2,ambiguous,unknown
53740,Manhunter,186,a cat dies,Not on screen but it is mentioned,1,0,1,,yes,2,ambiguous,cat
53740,Manhunter,189,an animal dies,There is talk of a dead cat but it’s not shown.,1,0,3,,yes,2,ambiguous,cat
54061,The Exterminating Angel,189,an animal dies,Some sheep are killed and eaten.,1,0,1,,yes,2,deliberate,sheep
54140,The Beyond,153,a dog dies,"Dicky the seeing eye dog doesn't die exactly, but he does get possessed and attacks his owner,  mauling her to death.",0,1,7,,no,NA,NA,NA
54657,Prince of Darkness,189,an animal dies,"It is not killed on-screen, but a man stumbles across a pigeon tied to a cross.",1,0,2,,ambiguous,3,deliberate,pigeon
54658,Prince of Persia: The Sands of Time,186,a cat dies,A lion is killed in a flashback after Dastan starts telling a story to Tamina about his father hunting a buck.,1,0,1,,no,NA,NA,NA
54658,Prince of Persia: The Sands of Time,189,an animal dies,A lion is killed in a flashback after Dastan starts telling a story to Tamina about his father hunting a buck. Multiple snakes are killed in the snake fight scene that takes place in a campsite at night. A snake is killed after the main Hassansin meets Nizam in a tent.,1,0,1,,yes,2,deliberate,lion; snake
55455,Nymphomaniac: Vol. II,189,an animal dies,In the directors cut at about 1hr41 in a cow is briefly shown being bolted through the head and moved from a slaughter house when Joe is talking about eating what you kill. It’s not overly graphic but if you’re sensitive to this kind of thing I recommend skipping past it.,1,0,3,,yes,2,deliberate,cow
56145,Eurovision,189,an animal dies,"There is a scene on a fishing boat featuring dead/dying fish, but they're not the focus of the scene.",0,1,1,,yes,1,ambiguous,fish
56448,Fast & Furious,189,an animal dies,"A clearly beloved iguana is in danger at the beginning, but his owner evacuates the vehicle with him in tow before either of them is hurt.",0,1,1,,no,NA,NA,NA
56528,Little Big Man,153,a dog dies,"Yes, a barking dog is hit with a frying pan (off-screen with yelping) with reference to it being eaten. Dogs are intermittently referred to as food, though any violence is off-screen and unheard aside from that initial example.",1,0,2,,ambiguous,2,deliberate,dog
59230,Ice Age: Continental Drift,189,an animal dies,The monkey is eaten by sirens (censored),1,0,1,,yes,3,ambiguous,monkey
59420,Over the Moon,153,a dog dies,There's a giant space dog and a real dog; they're both happy and fine.,0,1,1,,no,NA,NA,NA
59420,Over the Moon,189,an animal dies,Crabs are cooked; shown alive beforehand.,1,0,6,,yes,2,deliberate,crab
59581,Tales from Earthsea,189,an animal dies,A dragon is killed by another dragon in the beginning,1,0,3,,yes,2,deliberate,dragon
60095,The Adventures of Buckaroo Banzai Across the 8th Dimension,189,an animal dies,"An alien spider is stepped on. An alien slug-type creature is thrown and flies off camera, making a “weeeeee!” type of noise, it is unknown if it survived.",1,0,1,,ambiguous,1,accidental,spider; slug
61458,Mask,153,a dog dies,"The pet dog is shown frequently, but never mistreated or harmed. Dog safe movie 👍🏻",0,1,2,,no,NA,NA,NA
61829,The Last Duel,189,an animal dies,Hunting scene approximately 52 minutes in,1,0,1,,ambiguous,2,deliberate,unknown
61991,Conan the Barbarian,153,a dog dies,"After brandishing a weapon, Conan kills a group of dogs hunting him; this happens offscreen after 29:37, but in the next scene from 29:47 onwards he is wearing their fur.",1,0,3,,yes,2,deliberate,dog
61991,Conan the Barbarian,189,an animal dies,A giant snake is killed at 46:20 to 47:17; the body is shown again at 47:37 to 47:44. Its death is also later discussed in the latter half of the film. A vulture is killed by Conan at 1:17:10 to 1:17:30.,1,0,1,,yes,2,deliberate,snake; vulture
62654,The Adventures of Robin Hood,189,an animal dies,"A live deer is shown, then a man shooting a bow and arrow. Then, a stuffed deer is used in several scenes following. 

There are many shots of meat cooking (including whole pigs) throughout",1,0,1,,ambiguous,1,deliberate,deer; pig
63145,Demons,189,an animal dies,no animals in the movie,0,1,1,,no,NA,NA,NA
63165,In the Heat of the Night,189,an animal dies,A fly is killed,1,0,1,,yes,1,deliberate,fly
63499,Burnt,189,an animal dies,Dead animals shown in context of cooking. No deaths themselves shown,0,1,1,,ambiguous,1,ambiguous,unknown
64532,Escape from the Planet of the Apes,153,a dog dies,"Nothing happens on screen, nor are there any visuals shown. One character describes the process of apes taking over, in the future, will include all dogs and cats either dying of a massive pandemic, or being euthanized when they showed signs of the disease.",0,1,1,,ambiguous,2,ambiguous,dog; cat
64532,Escape from the Planet of the Apes,186,a cat dies,"Nothing shown on screen. One ape tells a story of a possible future where cats die in a pandemic. No visuals, and no small cats appear in the movie (there are some large cats at the circus, like lions, tigers, cheetahs, etc)",0,1,1,,no,NA,NA,NA
65651,Ghostbusters: Afterlife,153,a dog dies,"No dogs are harmed, but it's worth mentioning that the monsters (who are vaguely dog shaped and sounding, and one of them eats a bag of dog food) die at the end of the movie",0,1,5,,no,NA,NA,NA
65651,Ghostbusters: Afterlife,189,an animal dies,The Gatekeeper (Zuul) and The Keymaster (what's-his-name) both get returned to stone.,1,0,2,,ambiguous,NA,NA,NA
66810,House,186,a cat dies,"The cat's a spirit. It's symbolically defeated by destroying a painting of it, but the animal itself is shown alive at the end of the movie.",0,1,15,,no,NA,NA,NA
66810,House,189,an animal dies,part of the chandelier falls and kills a lizard,1,0,6,,yes,2,accidental,lizard
70178,Lord of the Flies,153,a dog dies,"There isn't a dog
",0,1,3,,no,NA,NA,NA
70178,Lord of the Flies,189,an animal dies,The boys kill multiple animals. A small cameleon is killed and a real or very realistic pig is shown dead and bleeding. Ruined my night.,1,0,3,,yes,4,deliberate,chameleon; pig
70805,Sunset Boulevard,189,an animal dies,A pet chimp is already dead at the start of the film. We see the body lying on a table but the actual death is not shown.,1,0,6,,yes,2,ambiguous,chimpanzee
70833,Eega,189,an animal dies,"Two birds become trapped in a room filled with smoke, and while their deaths are not shown, it's hard to imagine them surviving that.",1,0,1,,ambiguous,3,accidental,bird
71855,Flushed Away,189,an animal dies,A fly is eaten by a frog,1,0,4,,yes,1,accidental,fly
74468,Centurion,189,an animal dies,An elk is hunted,1,0,1,,ambiguous,2,deliberate,elk
75195,The Guilty,153,a dog dies,"There are no dogs in the movie at all. Therefore, no dogs are harmed, killed, or shown/heard dying. Ignore the YES votes.",0,1,1,,no,NA,NA,NA
75863,Tampopo,189,an animal dies,"The turtle is actually killed very quickly and not ""brutally"" as described above. This is a traditional Japanese food/drink called suppon. While this scene may appear shocking to Western eyes, it is not exploitative or intended to disturb the audience. In fact, we might view this as one of the final lessons that Tampop has to teach us about human relationships to our food: many of us kill and eat living things.",1,0,3,,yes,2,deliberate,turtle
79538,The Father,189,an animal dies,There are no animals in the movie.,0,1,4,,no,NA,NA,NA
79848,Minari,189,an animal dies,"Not on-screen, but it is mentioned several times that all of the male chicks shown will be killed",1,0,7,,yes,3,deliberate,chicken
80708,What Lies Beneath,153,a dog dies,"Cooper the dog is nowhere to be found outside in one scene and it made me nervous, but he turns up later.",0,1,8,,no,NA,NA,NA
80957,Killers of the Flower Moon,153,a dog dies,"The dead dog is between maybe ninety minutes and two hours into the film; Mollie’s and Ernest’s new baby Anna has her Osage naming ceremony and the scene then cuts to Bill Smith slowly walking out of his house at night, carrying a gun. The shot cuts from Bill to the dog lying on the ground in front of him, then back to Bill, and then to a wider shot of both Bill and the dog. The scene lasts around thirty seconds to a minute; if you don’t want to see it I recommend looking away right after the naming ceremony scene ends, when you see Bill walking out of his house",1,0,15,,ambiguous,3,deliberate,dog
81986,Fist of Fury,189,an animal dies,the dead animal does not die onscreen and is already a meal,0,1,1,,ambiguous,1,ambiguous,unknown
83319,Ronin,153,a dog dies,no dog,0,1,1,,no,NA,NA,NA
83761,Dungeons & Dragons: Honor Among Thieves,186,a cat dies,a cat and other creatures (forms taken by a shape shifter) are put in mild danger during an escape. they exhibit sounds and expressions of distress but are unharmed and flee safely while being pursued,0,1,5,,no,NA,NA,NA
83761,Dungeons & Dragons: Honor Among Thieves,189,an animal dies,"An axe-beak, a sort of fantasy ostrich, is hit by a fire spell. The camera pans away before we see anything more.",1,0,3,,ambiguous,2,deliberate,axe-beak (fantasy ostrich)
84090,To Die For,153,a dog dies,The main character Susanne has a Pomeranian that remains unharmed through the duration of the film,0,1,3,,no,NA,NA,NA
84596,Cure,189,an animal dies,A dead/mummified monkey is shown hung up to the wall. You do not see it suffering or dying.,1,0,1,,ambiguous,1,ambiguous,monkey
84622,Thunderball,189,an animal dies,Sharks are killed,1,0,3,,yes,2,deliberate,shark
85274,The Old Guard,189,an animal dies,"While no animals die on screen, Merrick talks about having experimented on and killed a quarter of a million mice.",0,1,19,,yes,2,deliberate,mouse
85932,Raya and the Last Dragon,189,an animal dies,"dragons are turned to stone and one dragon temporarily ""dies""",1,0,10,,ambiguous,3,ambiguous,dragon
89089,John Carter,153,a dog dies,An alien dog is kicked and hit but doesn't appear hurt afterward. It appears throughout the movie and is still alive at the end.,0,1,18,,no,NA,NA,NA
89089,John Carter,189,an animal dies,Alien apes are killed in a gladiatorial arena. Other alien animals can be seen dead here as well.,1,0,1,,yes,2,deliberate,unknown
91439,Nobody,186,a cat dies,cute kitten gets good home ❤,0,1,25,,no,NA,NA,NA
92579,Shakespeare in Love,153,a dog dies,No idea why someone voted yes. No dogs are harmed at all.,0,1,1,,no,NA,NA,NA
93653,Heartbreakers,186,a cat dies,one was chased  off but not injured,0,1,1,,no,NA,NA,NA
94727,The Conformist,153,a dog dies,"After the car chase, a man is stabbed to death. After that, the dog is shot. The body is not seen.",1,0,1,,ambiguous,2,deliberate,dog
94731,Confessions,153,a dog dies,"It is mentioned that ""A"" brought street dogs and cats to his home to kill them with artifacts he created, though, a death cat can be seen in 1:07:31",1,0,2,,no,NA,NA,NA
95203,The King of Staten Island,186,a cat dies,"From the movie’s Twitter: “It wasn’t in the movie, but Scott did feed Sprinkles by tossing a fistful of dry food through the window every day until Oscar was released. However the cat escaped the 1st day and the food just piled up for 6 months”",0,1,4,,ambiguous,NA,NA,NA
95317,Shang-Chi and the Legend of the Ten Rings,153,a dog dies,"morris, the dog-like odd creature, is perfectly fine by the end",0,1,4,,no,NA,NA,NA
95317,Shang-Chi and the Legend of the Ten Rings,186,a cat dies,"the cat-like lion creatures don't die, but fight in a war. this starts after the enemy's cars come into the village",0,1,3,,no,NA,NA,NA
